activity_id_short,activity_id_full,route_distance_window_start_m,route_distance_window_end_m,route_phase,point_count,route_load_context_band,route_load_context_index_0_100,route_profile_elevation_range_m,calibrated_slope_pct_p75_abs,ib2_terrain_evidence_median,ib2_effort_evidence_median,osm_exposure_types,near_steps_ratio,near_road_ratio,near_cliff_ratio,near_waterway_ratio,terrain_surface_context_flags,terrain_surface_context_group,terrain_evidence_high_context_bool,slope_or_vertical_high_context_bool,high_terrain_or_surface_context_bool,speed_mps_median,low_speed_ratio,stopped_ratio,speed_context_adjusted_index_0_100,low_speed_context_adjusted_index_0_100,stopped_context_adjusted_index_0_100,speed_context_percentile_source,low_speed_context_percentile_source,stopped_context_percentile_source,terrain_movement_component_available_bool,terrain_movement_maintenance_index_0_100,terrain_movement_attention_flags,window_qa_flags,interpretation_boundary
8_1,qixing_lengshuikeng_8_1,2800,2850,UNKNOWN,131,VERY_HIGH_ROUTE_LOAD_CONTEXT,100.0,21.088,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|SLOPE_OR_VERTICAL_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,True,True,0.241422,0.694656,0.0,10.445,1.819,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,16.368,HIGH_LOW_SPEED_RATIO_CONTEXT|HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT|LOW_TERRAIN_MOVEMENT_MAINTENANCE_INDEX_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,2850,2900,UNKNOWN,73,MODERATE_ROUTE_LOAD_CONTEXT,35.064,8.151,,0.5,0.0,,0.39726,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.615895,0.178082,0.0,57.749,47.372,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,53.686,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,2900,2950,UNKNOWN,71,HIGH_ROUTE_LOAD_CONTEXT,68.812,9.239,,0.5,0.45,,1.0,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.712276,0.112676,0.0,71.092,63.005,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,65.047,HIGH_TERRAIN_OR_SURFACE_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,2950,3000,UNKNOWN,101,VERY_HIGH_ROUTE_LOAD_CONTEXT,81.424,10.473,41.80025,0.5,0.45,,1.0,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.403432,0.445545,0.0,26.011,14.825,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,28.053,HIGH_LOW_SPEED_RATIO_CONTEXT|HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3000,3050,UNKNOWN,46,LOWER_ROUTE_LOAD_CONTEXT,24.129,5.366,,0.5,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.875271,0.217391,0.0,40.301,12.429,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,34.199,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3050,3100,UNKNOWN,48,LOWER_ROUTE_LOAD_CONTEXT,14.969,1.702,,0.5,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,1.094076,0.020833,0.0,68.173,58.192,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,61.864,NONE,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3100,3150,UNKNOWN,73,MODERATE_ROUTE_LOAD_CONTEXT,42.513,12.444,26.265,0.5,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.529334,0.315068,0.0,9.981,8.098,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,17.74,HIGH_LOW_SPEED_RATIO_CONTEXT|LOW_SPEED_WINDOW_CONTEXT|LOW_TERRAIN_MOVEMENT_MAINTENANCE_INDEX_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3150,3200,UNKNOWN,56,MODERATE_ROUTE_LOAD_CONTEXT,35.484,9.78,20.2,0.5,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.735643,0.142857,0.0,23.54,19.774,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,28.022,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3200,3250,UNKNOWN,56,LOWER_ROUTE_LOAD_CONTEXT,17.311,3.414,11.522,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.816588,0.107143,0.0,34.463,25.047,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,35.066,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3250,3300,UNKNOWN,37,LOWER_ROUTE_LOAD_CONTEXT,15.661,3.693,,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,1.092269,0.027027,0.0,67.985,53.861,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,60.471,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3300,3350,UNKNOWN,48,LOWER_ROUTE_LOAD_CONTEXT,17.032,2.527,,0.5,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,1.126419,0.0,0.0,71.751,83.239,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,71.167,NONE,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3350,3400,UNKNOWN,43,LOWER_ROUTE_LOAD_CONTEXT,29.816,2.258,101.757,0.3,0.0,,0.0,,,,SLOPE_OR_VERTICAL_HIGH_CONTEXT,HIGH_ROUTE_LOAD_OR_SLOPE_CONTEXT,False,True,True,1.190237,0.0,0.0,79.487,83.333,50.0,WITHIN_CONTEXT_GROUP:HIGH_ROUTE_LOAD_OR_SLOPE_CONTEXT,WITHIN_CONTEXT_GROUP:HIGH_ROUTE_LOAD_OR_SLOPE_CONTEXT,WITHIN_CONTEXT_GROUP:HIGH_ROUTE_LOAD_OR_SLOPE_CONTEXT,True,74.743,HIGH_TERRAIN_OR_SURFACE_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3400,3450,UNKNOWN,83,LOWER_ROUTE_LOAD_CONTEXT,28.551,8.849,,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.937883,0.060241,0.0,47.269,37.476,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,45.198,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3450,3500,UNKNOWN,25,LOWER_ROUTE_LOAD_CONTEXT,13.184,2.702,,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.738947,0.32,0.0,23.917,7.91,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,24.652,HIGH_LOW_SPEED_RATIO_CONTEXT|LOW_TERRAIN_MOVEMENT_MAINTENANCE_INDEX_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3500,3550,UNKNOWN,2,LOWER_ROUTE_LOAD_CONTEXT,7.599,0.468,,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,0.97605,0.0,0.0,52.542,83.239,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,61.563,NONE,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3550,3600,UNKNOWN,2,LOWER_ROUTE_LOAD_CONTEXT,7.929,0.6,,0.3,0.0,,0.0,,,,NONE,LOW_INFORMATION_MIXED_CONTEXT,False,False,False,8.147633,0.0,0.0,100.0,83.239,51.601,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,WITHIN_CONTEXT_GROUP:LOW_INFORMATION_MIXED_CONTEXT,True,85.292,NONE,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3600,3650,UNKNOWN,43,HIGH_ROUTE_LOAD_CONTEXT,61.376,8.537,,0.3,0.45,,0.860465,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.677031,0.139535,0.0,66.914,55.93,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,60.836,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3650,3700,UNKNOWN,78,HIGH_ROUTE_LOAD_CONTEXT,77.507,12.717,,0.5,0.45,,1.0,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.699224,0.038462,0.0,69.272,84.67,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,70.637,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3700,3750,UNKNOWN,61,HIGH_ROUTE_LOAD_CONTEXT,79.133,11.653,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,False,True,0.743492,0.032787,0.0,74.394,86.456,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,73.734,HIGH_TERRAIN_OR_SURFACE_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3750,3800,UNKNOWN,63,HIGH_ROUTE_LOAD_CONTEXT,76.92,9.883,24.191,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,False,True,0.73039,0.174603,0.0,72.776,48.214,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,61.452,HIGH_TERRAIN_OR_SURFACE_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3800,3850,UNKNOWN,59,VERY_HIGH_ROUTE_LOAD_CONTEXT,84.122,13.649,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,False,True,0.680452,0.084746,0.0,67.385,70.384,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,65.408,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3850,3900,UNKNOWN,81,HIGH_ROUTE_LOAD_CONTEXT,75.84,10.336,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,False,True,0.540815,0.308642,0.0,45.553,28.235,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,41.847,HIGH_LOW_SPEED_RATIO_CONTEXT|HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3900,3950,UNKNOWN,80,VERY_HIGH_ROUTE_LOAD_CONTEXT,89.38,15.752,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|SLOPE_OR_VERTICAL_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,True,True,0.495643,0.275,0.0,38.544,31.907,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,39.444,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,3950,4000,UNKNOWN,76,VERY_HIGH_ROUTE_LOAD_CONTEXT,100.0,20.747,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|SLOPE_OR_VERTICAL_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,True,True,0.559542,0.236842,0.0,48.787,38.41,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,46.516,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,4000,4050,UNKNOWN,86,VERY_HIGH_ROUTE_LOAD_CONTEXT,90.635,16.254,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|SLOPE_OR_VERTICAL_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,True,True,0.636013,0.209302,0.0,61.051,42.251,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,53.801,HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,4050,4100,UNKNOWN,46,HIGH_ROUTE_LOAD_CONTEXT,70.274,9.824,,0.5,0.45,,1.0,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,1.027732,0.021739,0.0,93.598,90.094,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,84.427,HIGH_TERRAIN_OR_SURFACE_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,4100,4150,UNKNOWN,40,LOWER_ROUTE_LOAD_CONTEXT,20.979,2.488,5.565,0.5,0.0,,0.375,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,1.124264,0.075,0.0,96.429,73.08,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,80.738,HIGH_TERRAIN_OR_SURFACE_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
8_1,qixing_lengshuikeng_8_1,4150,4200,UNKNOWN,64,MODERATE_ROUTE_LOAD_CONTEXT,57.581,5.684,,0.5,0.45,,0.765625,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.743144,0.203125,0.0,74.191,43.531,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,60.755,HIGH_TERRAIN_OR_SURFACE_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
9_1,qixing_lengshuikeng_9_1,0,50,UNKNOWN,135,LOWER_ROUTE_LOAD_CONTEXT,26.389,4.748,8.512,0.5,0.0,,0.42963,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.633282,0.355556,0.0,60.445,22.877,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,47.685,HIGH_LOW_SPEED_RATIO_CONTEXT|HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
9_1,qixing_lengshuikeng_9_1,50,100,UNKNOWN,65,MODERATE_ROUTE_LOAD_CONTEXT,54.277,4.468,11.107,0.5,0.45,,0.630769,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.878477,0.046154,0.0,85.58,82.143,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,78.033,HIGH_TERRAIN_OR_SURFACE_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
9_1,qixing_lengshuikeng_9_1,100,150,UNKNOWN,54,HIGH_ROUTE_LOAD_CONTEXT,75.672,11.22,26.25575,0.5,0.45,,1.0,,,,STEPS_CONTEXT,STEPS_CONTEXT,False,False,True,0.84304,0.037037,0.0,83.693,85.142,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,77.989,HIGH_TERRAIN_OR_SURFACE_CONTEXT,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
9_1,qixing_lengshuikeng_9_1,150,200,UNKNOWN,91,VERY_HIGH_ROUTE_LOAD_CONTEXT,93.915,17.566,,0.7,0.45,,1.0,,,,IB2_TERRAIN_HIGH_CONTEXT|SLOPE_OR_VERTICAL_HIGH_CONTEXT|STEPS_CONTEXT,STEPS_CONTEXT,True,True,True,0.38879,0.417582,0.0,24.394,17.049,52.999,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,WITHIN_CONTEXT_GROUP:STEPS_CONTEXT,True,27.912,HIGH_LOW_SPEED_RATIO_CONTEXT|HIGH_TERRAIN_OR_SURFACE_CONTEXT|LOW_SPEED_WINDOW_CONTEXT,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Window-level terrain movement maintenance context only. A low value indicates relative movement-response review within comparable terrain/surface contexts, not personal ability, abnormality, or causality."
