route_distance_m,dist_m,lat,lon,osm_highway,osm_surface,surface_class,route_semantic_class,osm_is_steps,slope_pct,slope_window_nlsc,near_shelter,dist_shelter_m,near_guidepost,dist_guidepost_m,near_peak,dist_peak_m,near_trailhead,dist_trailhead_m,near_waterway,dist_waterway_m,near_bench,dist_bench_m,near_picnic_table,dist_picnic_table_m,source_route_distance_m,surface_type,surface_label,slope_pct_raw,slope_pct_plot,slope_source,slope_method,surface_method,activity_id_short_x,behavior_window_start_m,activity_id_short_y,behavior_window_end_m,source_window_row_count,point_count,route_phase,speed_mps_median,speed_mps_p25,speed_mps_p75,low_speed_ratio_mean,low_speed_ratio_median,stopped_ratio_mean,stopped_ratio_median,heart_rate_bpm_median,heart_rate_bpm_p25,heart_rate_bpm_p75,route_load_context_band,calibrated_slope_pct_median_behavior,ib2_terrain_evidence_median,ib2_effort_evidence_median,ib2_exposure_evidence_median,near_steps_ratio,near_guidepost_ratio,near_shelter_ratio,near_waterway_ratio,near_cliff_ratio,near_road_ratio,osm_exposure_types,window_qa_flags,interpretation_boundary,behavior_grain_note,activity_count,event_types_at_marker_m,event_labels_at_marker_m,shelter_context_zone_id,profile_interpretation_boundary
1188,1188.0,25.16594371265429,121.5569255457616,footway,sett,paved_stone,footway,0,22.92688881477716,0.3,0,172.39935052286646,0,222.89185170962008,0,332.45904635027216,0,638.9178043579433,0,549.2219901604285,0,135.93511500556647,0,274.2253670596772,1188.0,footway,步道 footway,22.92688881477716,20.97569907584784,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1189,1189.0,25.165937935824363,121.55691792169289,footway,sett,paved_stone,footway,0,22.926888814788526,0.3,0,171.7617942858515,0,223.3782270879132,0,332.95982154204063,0,638.7525313871884,0,550.0730645357352,0,136.29464278736845,0,274.6853445131087,1189.0,footway,步道 footway,22.926888814788526,20.97569907583648,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1190,1190.0,25.16593215899407,121.55691029762492,footway,sett,paved_stone,footway,0,20.97569907583648,0.3,0,171.12770638387337,0,223.86801271056967,0,333.4628435402351,0,638.5887815972745,0,550.9246392912735,0,136.6605422693608,0,275.1481874211438,1190.0,footway,步道 footway,20.97569907583648,20.97569907583648,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1191,1191.0,25.16592544742305,121.55690369762796,steps,sett,paved_stone,steps,1,20.97569907584784,0.3,0,170.3921621311281,0,224.22818450664585,0,333.83591698106835,0,638.5723720147073,0,551.6894123483578,0,137.16283246764598,0,275.4790234319578,1191.0,step,階梯 step,20.97569907584784,20.97569907583648,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1192,1192.0,25.16592004469848,121.55689669389284,steps,sett,paved_stone,steps,1,18.04884003429379,0.3,0,169.80496265049172,0,224.68072111072289,0,334.2986032487629,0,638.4316771942171,0,552.4742304190892,0,137.52001515005188,0,275.9054801525134,1192.0,step,階梯 step,18.04884003429379,20.97569907584784,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1193,1193.0,25.165921374132072,121.5568868814073,steps,sett,paved_stone,steps,1,18.53652581936558,0.3,0,169.97272628676544,0,225.6594302629004,0,335.2796763540354,0,637.5889228520169,0,553.4317481281312,0,137.08659871735742,0,276.87703618286446,1193.0,step,階梯 step,18.53652581936558,21.46338486089689,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1194,1194.0,25.16592644125357,121.55687967471098,steps,sett,paved_stone,steps,1,18.53652581935421,0.3,0,170.5524909671289,0,226.53555613171235,0,336.1524880534491,0,636.6725298586756,0,554.0702009957226,0,136.33826177598223,0,277.7615361703687,1194.0,step,階梯 step,18.53652581935421,21.46338486089689,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1195,1195.0,25.165933954387228,121.5568741732908,steps,sett,paved_stone,steps,1,21.46338486089689,0.3,0,171.40059125994148,0,227.3456842426365,0,336.9552502769165,0,635.7078260280584,0,554.5009631316373,0,135.3816234768952,0,278.5898807913735,1195.0,step,階梯 step,21.46338486089689,21.46338486089689,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1196,1196.0,25.165941720936043,121.55686969080212,steps,sett,paved_stone,steps,1,23.414574599848947,0.3,0,172.274910673042,0,228.0711162160848,0,337.67201397715706,0,634.802312145341,0,554.8275722688468,0,134.42802582302377,0,279.3351186429132,1196.0,step,階梯 step,23.414574599848947,22.43890529725832,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1197,1197.0,25.165950736170064,121.55687022902504,steps,sett,paved_stone,steps,1,22.439054163487526,0.3,0,173.27108947382214,0,228.3747402517822,0,337.961860158297,0,634.1885331354936,0,554.6353670320391,0,133.4870640388517,0,279.6676449446179,1197.0,step,階梯 step,22.439054163487526,22.43890529725832,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1198,1198.0,25.16595975140408,121.55687076724796,steps,sett,paved_stone,steps,1,22.43890529725832,0.3,0,174.26731204578002,0,228.68233407711287,0,338.25441434105767,0,633.5757378671211,0,554.4448987751356,0,132.54696678721643,0,280.00334775060645,1198.0,step,階梯 step,22.43890529725832,22.43890529725832,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1199,1199.0,25.16596871160493,121.55687169217818,steps,sett,paved_stone,steps,1,22.43890529725832,0.3,0,175.25624541319488,0,228.9553623231316,0,338.511004539955,0,632.9974221730539,0,554.2183609920347,0,131.62501081904006,0,280.3039551004722,1199.0,step,階梯 step,22.43890529725832,22.439054163487526,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1150,44_1,1200.0,1.0,30.0,UNKNOWN,1.530131,1.530131,1.530131,0.0,0.0,0.0,0.0,174.0,174.0,174.0,HIGH_ROUTE_LOAD_EVIDENCE,-16.261,0.5,0.0,0.0,0.266667,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1200,1200.0,25.16597744600219,121.55687420378575,steps,sett,paved_stone,steps,1,22.43890529725832,0.3,0,176.21538486840035,0,229.0745044441448,0,338.6117834651515,0,632.5576888857328,0,553.838316527273,0,130.7754884772945,0,280.4509348256969,1200.0,step,階梯 step,22.43890529725832,22.439054163487526,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1201,1201.0,25.16598618039942,121.55687671539366,steps,sett,paved_stone,steps,1,23.414574599848947,0.2,0,177.1749761459143,0,229.19794771342475,0,338.7154847480475,0,632.1192316797589,0,553.4598179150627,0,129.92810819778373,0,280.6014013580965,1201.0,step,階梯 step,23.414574599848947,22.439054163487526,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1202,1202.0,25.16599476140173,121.5568760447639,steps,sett,paved_stone,steps,1,22.439054163487526,0.2,0,178.12695280002515,0,229.6164694418794,0,339.1158027903118,0,631.449397937554,0,553.4031416293421,0,129.0016204487204,0,281.0424707248811,1202.0,step,階梯 step,22.439054163487526,22.439054163487526,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1203,1203.0,25.16600320546928,121.55687253336956,steps,sett,paved_stone,steps,1,22.439054163487526,0.2,0,179.0722965251897,0,230.2973722183717,0,339.7802504981246,0,630.5724554452519,0,553.634044543769,0,128.00310160137855,0,281.74206221488737,1203.0,step,階梯 step,22.439054163487526,22.926888814788526,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1204,1204.0,25.16601105814298,121.55686829673115,steps,sett,paved_stone,steps,1,22.926888814788526,0.2,0,179.95514328620206,0,231.0231523026036,0,340.4909729062885,0,629.6828066506063,0,553.9474243831527,0,127.04501109158365,0,282.4838008912537,1204.0,step,階梯 step,22.926888814788526,23.414574599848947,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1205,1205.0,25.166015158052573,121.55685945796722,steps,sett,paved_stone,steps,1,24.39024390243958,0.2,0,180.44032680787896,0,232.01998450929327,0,341.48565085595465,0,628.710408783948,0,554.7743878043566,0,126.34560846270344,0,283.4823020940715,1205.0,step,階梯 step,24.39024390243958,23.90255811737916,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1206,1206.0,25.166019257961604,121.5568506192027,steps,sett,paved_stone,steps,1,24.39024390243958,0.2,0,180.9297363119853,0,233.01684386364505,0,342.4803598037148,0,627.7380976440686,0,555.6019202165091,0,125.6502714372534,0,284.4808138273822,1206.0,step,階梯 step,24.39024390243958,24.39024390243958,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1207,1207.0,25.166023357870085,121.55684178043764,steps,sett,paved_stone,steps,1,23.90255811737916,0.2,0,181.42333759875763,0,234.0137300166758,0,343.4750994781693,0,626.76587363613,0,556.4300190784962,0,124.95906788488108,0,285.4793359786719,1207.0,step,階梯 step,23.90255811737916,24.39024390243958,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1208,1208.0,25.166028922856547,121.55683451796702,steps,sett,paved_stone,steps,1,26.34158250762084,0.2,0,182.07496236395284,0,234.9260900671463,0,344.38030775995605,0,625.8089143796396,0,557.081212265366,0,124.1607885418718,0,286.39845538800546,1208.0,step,階梯 step,26.34158250762084,26.34158250762084,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1209,1209.0,25.166036878696666,121.55682982784334,steps,sett,paved_stone,steps,1,26.34158250762084,0.2,0,182.97965244782304,0,235.7016492688947,0,345.14021719992047,0,624.876894670622,0,557.4440439230424,0,123.18246697072486,0,287.1888891301324,1209.0,step,階梯 step,26.34158250762084,26.34158250762084,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1210,1210.0,25.16604483453659,121.55682513771904,steps,sett,paved_stone,steps,1,29.26829268293432,0.2,0,183.885329757516,0,236.4788936507234,0,345.9013481981484,0,623.9450854591369,0,557.8084323066505,0,122.20449634360556,0,287.98062579171733,1210.0,step,階梯 step,29.26829268293432,27.804788729042684,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1211,1211.0,25.166053307636894,121.5568223240384,steps,sett,paved_stone,steps,1,29.268292682922947,0.2,0,184.8383018380706,0,237.10616769113665,0,346.50875094126235,0,623.120260961911,0,557.9798369942198,0,121.2241692322666,0,288.6249088759537,1211.0,step,階梯 step,29.268292682922947,27.804788729042684,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
1212,1212.0,25.16606229476828,121.5568213750866,steps,sett,paved_stone,steps,1,29.268292682922947,0.2,0,185.8375535012235,0,237.5856043695884,0,346.9641990820651,0,622.402179190807,0,557.9596506450372,0,120.24144509513955,0,289.1236514418762,1212.0,step,階梯 step,29.268292682922947,27.804788729042684,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,1200,44_1,1250.0,1.0,38.0,UNKNOWN,0.839014,0.839014,0.839014,0.052632,0.052632,0.0,0.0,171.0,171.0,171.0,HIGH_ROUTE_LOAD_EVIDENCE,-14.362,0.5,0.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,road|steps,SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
