source_output_case,station_id,station_name,county_name,town_name,nearest_activity_dist_m,station_rank_by_distance,weather_db_station_elevation_m,observed_variable_count,missing_variable_count,observed_precipitation_zero_rows,representativeness_review,representativeness_reason,zero_fallback_true_count,nlsc_station_elevation_m,station_elevation_status,station_elevation_confidence,station_elevation_nlsc_tile,station_elevation_context_status,station_elevation_policy_action,station_elevation_context_class,station_elevation_join_status,schema_version,station_policy_class,selection_action,selection_priority,distance_band,elevation_band,eligible_for_mountain_representative_selection,policy_reason
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AI00,五股,新北市,五股區,16294.2,38,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 38); observation presence alone is insufficient for mountain representativeness.,0,155.2,FINAL_ACCEPTABLE,good,96232SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,538,OVER_10KM,LOW_HILLS_OR_URBAN_EDGE,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0ACA0,新莊,新北市,新莊區,16810.2,39,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 39); observation presence alone is insufficient for mountain representativeness.,0,10.0,FINAL_ACCEPTABLE,moderate,96232SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,539,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,A0A010,臺灣大學,臺北市,大安區,16876.2,40,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 40); observation presence alone is insufficient for mountain representativeness.,0,18.6,FINAL_ACCEPTABLE,good,97233SW,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,540,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0B010,七堵,基隆市,七堵區,17322.1,41,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 41); observation presence alone is insufficient for mountain representativeness.,0,38.7,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,541,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AH10,永和,新北市,永和區,17824.7,43,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 43); observation presence alone is insufficient for mountain representativeness.,0,10.0,FINAL_ACCEPTABLE,moderate,97233SW,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,543,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,466940,基隆,基隆市,仁愛區,18135.8,44,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 44); observation presence alone is insufficient for mountain representativeness.,0,32.9,FINAL_ACCEPTABLE,good,97233NE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,544,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AC80,文山,臺北市,文山區,18153.1,45,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 45); observation presence alone is insufficient for mountain representativeness.,0,39.8,FINAL_ACCEPTABLE,good,97233SW,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,545,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAA090,國三甲005K,臺北市,文山區,18514.1,46,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 46); observation presence alone is insufficient for mountain representativeness.,0,36.2,FINAL_ACCEPTABLE,good,97233SW,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,546,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AH80,深坑,新北市,深坑區,19247.7,47,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 47); observation presence alone is insufficient for mountain representativeness.,0,64.3,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,547,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0B060,暖暖,基隆市,暖暖區,19387.5,48,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 48); observation presence alone is insufficient for mountain representativeness.,0,77.6,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,LOWLAND_OR_URBAN_LOW_PRIORITY,OBSERVATION_ONLY_LOW_PRIORITY,548,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station has observations but NLSC elevation suggests lowland or urban-edge context; do not treat as mountain-route representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AH50,林口,新北市,林口區,20186.9,49,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 49); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AJ80,板橋,新北市,板橋區,20339.9,50,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 50); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AG80,中和,新北市,中和區,20402.8,51,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 51); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0A640,石碇,新北市,石碇區,21540.1,52,,3,7,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 52); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAA050,國三S037K,新北市,土城區,22117.1,53,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 53); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0C680,龜山,桃園市,龜山區,22778.7,54,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 54); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0AD40,土城,新北市,土城區,24162.3,55,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 55); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,C0A520,山佳,新北市,樹林區,26324.1,56,,6,4,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 56); observation presence alone is insufficient for mountain representativeness.,0,,,,,,,,MISSING_STATION_ELEVATION_REVIEW_ROW,ib3w_station_representativeness_policy_v1,MISSING_STATION_ELEVATION_EVIDENCE,REVIEW_REQUIRED_NOT_SELECTED,800,OVER_10KM,UNKNOWN_ELEVATION,False,Station has incomplete NLSC/context-adjusted elevation evidence; retain as observation candidate but do not select as mountain representative.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAA020,國一S026K,新北市,三重區,11636.3,15,,5,5,1,COUNTEREXAMPLE_NOT_MOUNTAIN_REPRESENTATIVE,"CAA020 is the National Freeway 1 S026K station in Sanchong, 11.6 km from the activity and rank 15. Observation availability does not make it representative of mountain-route weather.",0,10.0,FINAL_LOW_CONFIDENCE_REVIEW_REQUIRED,low,97233SW,LOW_CONFIDENCE_RETAINED_MANUAL_REVIEW,RETAIN_LOW_CONFIDENCE_MANUAL_REVIEW_REQUIRED,ROAD_INFRASTRUCTURE_OR_HIGHWAY_STATION_REVIEW,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,COUNTEREXAMPLE_NOT_MOUNTAIN_REPRESENTATIVE,EXCLUDE_FROM_MOUNTAIN_REPRESENTATIVE_SELECTION,900,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,Station is the documented CAA020 counterexample from the station-elevation and environment-window review. It has observations but is a road/highway station and must not be treated as representative of mountain-route weather.
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAA010,國一N013K,新北市,汐止區,12762.1,22,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 22); observation presence alone is insufficient for mountain representativeness.,0,17.4,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,ROAD_OR_HIGHWAY_STATION_EXCLUDED,EXCLUDE_FROM_MOUNTAIN_REPRESENTATIVE_SELECTION,932,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,"Station appears to be a road/highway station. Observation availability is retained as evidence, but the station is excluded from mountain-route representative selection."
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAB020,國一S006K,基隆市,七堵區,15166.1,34,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 34); observation presence alone is insufficient for mountain representativeness.,0,25.1,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,ROAD_OR_HIGHWAY_STATION_EXCLUDED,EXCLUDE_FROM_MOUNTAIN_REPRESENTATIVE_SELECTION,944,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,"Station appears to be a road/highway station. Observation availability is retained as evidence, but the station is excluded from mountain-route representative selection."
qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,CAB010,國一S001K,基隆市,安樂區,17482.4,42,,5,5,1,LOWER_PRIORITY_DISTANCE_OR_CONTEXT,Distance/rank evidence is lower priority (rank 42); observation presence alone is insufficient for mountain representativeness.,0,30.9,FINAL_ACCEPTABLE,good,97233SE,ACCEPTABLE_ORIGINAL,KEEP_ORIGINAL_ACCEPTABLE,,JOINED_STATION_ELEVATION_REVIEW,ib3w_station_representativeness_policy_v1,ROAD_OR_HIGHWAY_STATION_EXCLUDED,EXCLUDE_FROM_MOUNTAIN_REPRESENTATIVE_SELECTION,952,OVER_10KM,LOWLAND_URBAN_ELEVATION,False,"Station appears to be a road/highway station. Observation availability is retained as evidence, but the station is excluded from mountain-route representative selection."
