source_path,exists,file_size_bytes,row_count,candidate_columns,source_role,usable_for_osm_graph_topology,usable_for_node_degree,usable_for_adjacent_edges,usable_for_side_branch,usable_for_route_dist_position,case_id,rejection_reason,notes
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng/46_1/qixing_lengshuikeng_46_1_activity_points_osm_nlsc_corrected_v1f.csv,True,15399639,10318,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng/48_1/qixing_lengshuikeng_48_1_activity_points_osm_nlsc_corrected_v1f.csv,True,17382812,11622,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng/6_1/qixing_lengshuikeng_6_1_activity_points_osm_nlsc_corrected_v1f.csv,True,53311395,36630,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng/8_1/qixing_lengshuikeng_8_1_activity_points_osm_nlsc_corrected_v1f.csv,True,12410782,8433,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng/9_1/qixing_lengshuikeng_9_1_activity_points_osm_nlsc_corrected_v1f.csv,True,16747138,11399,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/15_1_remaining_orange_points_v1g.csv,True,918326,7608,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1g|offset_m|nearest_route_dist_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_applied_v1g,other_context_not_topology_source,False,False,False,False,False,15_1_remaining_orange_points_v1g,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_15_1_v1g_recovery_local_context_pm20sec.csv,True,11470,84,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_23_1_v1g_recovery_local_context_pm20sec.csv,True,17799,131,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_29_1_v1g_recovery_local_context_pm20sec.csv,True,17254,129,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_37_1_v1g_recovery_local_context_pm20sec.csv,True,6083,44,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_38_1_v1g_recovery_local_context_pm20sec.csv,True,7702,52,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_3_1_v1g_recovery_local_context_pm20sec.csv,True,6087,44,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_40_1_v1g_recovery_local_context_pm20sec.csv,True,6171,44,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_44_1_v1g_recovery_local_context_pm20sec.csv,True,7434,45,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context/qixing_lengshuikeng_45_1_v1g_recovery_local_context_pm20sec.csv,True,6990,46,elapsed_sec|route_context_model_status_v1f|route_context_model_status_v1g|route_context_model_usable_v1f|route_context_model_usable_v1g|offset_m|projected_route_dist_m|route_dist_refit_m_v1f|route_dist_refit_m_v1g|route_phase_recovery_source_v1g|route_phase_recovery_applied_v1g|route_phase_recovery_block_reason_v1g,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/15_1/qixing_lengshuikeng_15_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,9449387,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/23_1/qixing_lengshuikeng_23_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,7586892,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/29_1/qixing_lengshuikeng_29_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,7642305,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/37_1/qixing_lengshuikeng_37_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,9523186,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/38_1/qixing_lengshuikeng_38_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,7963048,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/3_1/qixing_lengshuikeng_3_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,8692271,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/40_1/qixing_lengshuikeng_40_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,8514894,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/44_1/qixing_lengshuikeng_44_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,8916200,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly/qixing_lengshuikeng/45_1/qixing_lengshuikeng_45_1_activity_points_osm_nlsc_corrected_interactive_profile_qa_noplotly.html,True,9170770,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/15_1/qixing_lengshuikeng_15_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1812163,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/23_1/qixing_lengshuikeng_23_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1734756,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/29_1/qixing_lengshuikeng_29_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1732759,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/37_1/qixing_lengshuikeng_37_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1751599,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/38_1/qixing_lengshuikeng_38_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1817210,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/3_1/qixing_lengshuikeng_3_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1860977,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/40_1/qixing_lengshuikeng_40_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,1848635,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/44_1/qixing_lengshuikeng_44_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,2416921,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map/qixing_lengshuikeng/45_1/qixing_lengshuikeng_45_1_activity_points_osm_nlsc_corrected_qa_map_light.html,True,2465850,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/15_1/qixing_lengshuikeng_15_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,5557493,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/23_1/qixing_lengshuikeng_23_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,21040169,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/28_1/qixing_lengshuikeng_28_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,5198070,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/29_1/qixing_lengshuikeng_29_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,13421114,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/36_1/qixing_lengshuikeng_36_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,4103318,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/37_1/qixing_lengshuikeng_37_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,2829359,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/38_1/qixing_lengshuikeng_38_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,8147955,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/3_1/qixing_lengshuikeng_3_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,3669543,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/40_1/qixing_lengshuikeng_40_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,4264763,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/44_1/qixing_lengshuikeng_44_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,6792918,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target/qixing_lengshuikeng/45_1/qixing_lengshuikeng_45_1_activity_points_osm_nlsc_corrected_refit_target_qa.html,True,5782413,,,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qixing_lengshuikeng/13_1/qixing_lengshuikeng_13_1_activity_points_osm_nlsc_corrected_v1g.csv,True,15411747,8325,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded|route_context_dist_m|route_context_ele_smooth|route_context_ele_gpx_m|route_context_slope_band_window_nlsc|route_context_terrain_window_risk_score|route_context_hydro_terrain_amplifier_score|route_context_osm_terrain_combined_risk_score|route_context_osm_terrain_combined_risk_band|route_context_osm_highway|route_context_osm_surface|route_context_surface_class|route_context_route_semantic_class|route_context_facility_flags|route_context_rest_flags|route_context_support_flags|route_context_hydrology_flags|route_context_visibility_class|route_context_osm_difficulty_class|route_context_join_dist_diff_m|route_context_match_status|activity_route_context_join_dist_col|route_context_model_status|route_context_model_usable|route_context_model_exclusion_reason|route_context_model_offset_col|route_context_model_max_offset_m|route_context_source_fp|activity_points_source_fp|route_context_model_status_v1c|route_context_model_usable_v1c,other_context_not_topology_source,False,False,False,False,False,qixing_lengshuikeng,context_or_summary_only_not_governed_topology_source,not expanded into topology candidates
