activity_id,event_id,event_type,event_subtype,event_modifiers,candidate_reason,semantic_event_type_candidate,semantic_recovery_interpretation,duration_sec,on_route_ratio,off_route_ratio,median_offset_m,max_offset_m,confidence,terminal_artifact,route_issue_event,off_route_event,navigation_uncertainty_event,rejoin_candidate_event,source_file,route_following_text_basis
37_1,1,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,20.0,1.0,0.0,2.156183966313138,3.544187096883742,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,2,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,16.0,1.0,0.0,2.128083632861113,4.510280394151897,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,3,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,21.0,1.0,0.0,2.9023018933908435,4.194107379787473,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,4,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,15.0,0.9375,0.0625,1.661185782610371,2.5895243161536565,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,5,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,18.0,1.0,0.0,1.148075730430176,3.3297765570832576,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,6,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,149.0,1.0,0.0,2.30069576443712,3.446808261301613,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,7,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,21.0,1.0,0.0,0.48719466087898,1.4467516745108786,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,8,short_pause,micro_pause,slope=very_steep,micro_pause,recovery_candidate,possible_recovery,50.0,1.0,0.0,1.3521356202081078,1.4064592750562792,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
37_1,9,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,25.0,1.0,0.0,0.38658079597395845,0.847516210556914,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,10,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,53.0,1.0,0.0,5.963216045881312,6.220132969729158,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,11,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,48.0,1.0,0.0,6.1059017284410535,6.8379159772269125,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,12,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,58.0,1.0,0.0,3.337083582490499,3.8389139588599255,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,13,off_route_rest,off_route_exploration_navigation_rejoin_candidate,high_hr|off_route,off_route_exploration_navigation_rejoin_candidate,off_route_rest,off_route_event,880.0,0.024971623155505107,0.975028376844495,122.8153876620232,176.0227384319865,0.75,False,True,True,True,True,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,off_route_rest off_route_exploration_navigation_rejoin_candidate high_hr|off_route off_route_exploration_navigation_rejoin_candidate 長休息或用餐尺度停留，可能有明顯體能恢復，也可能包含景點、設施或離線繞行。 off_route_rest off_route_event
37_1,14,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,17.0,1.0,0.0,1.6640062619935443,2.0450382552554784,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,15,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,40.0,1.0,0.0,2.434211733919787,3.2175988608283563,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,16,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,28.0,1.0,0.0,0.619312573568304,0.8881969592459847,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,17,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,22.0,1.0,0.0,1.7574819139107642,2.2552488734552907,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,18,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,33.0,1.0,0.0,0.612841773113955,1.5246392631691073,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,19,short_pause,micro_pause,slope=steep,micro_pause,short_pause_candidate,pause_without_hr_drop,17.0,1.0,0.0,0.945277592819542,1.2226139083065324,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,short_pause micro_pause slope=steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
37_1,20,high_hr_recovery_stop,high_hr_low_speed,high_hr,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,52.0,1.0,0.0,1.4789575089287192,2.143632238441444,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
37_1,21,short_pause,micro_pause,,micro_pause,short_pause_candidate,pause_without_hr_drop,18.0,1.0,0.0,1.2973802540464277,1.414181261259416,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,short_pause micro_pause  micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
37_1,22,short_pause,micro_pause,,micro_pause,short_pause_candidate,pause_without_hr_drop,16.0,1.0,0.0,1.8073033260597544,1.938156981977875,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,short_pause micro_pause  micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
37_1,23,short_pause,micro_pause,,micro_pause,recovery_candidate,possible_recovery,37.0,1.0,0.0,0.7101414429521005,1.876126217968357,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,short_pause micro_pause  micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
37_1,24,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,26.0,1.0,0.0,1.119301398393268,1.2870571496490777,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,25,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,22.0,1.0,0.0,0.5393411378743821,0.6885560539654001,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,26,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,33.0,1.0,0.0,0.7743839681148799,1.0108490996634434,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
37_1,27,terminal_artifact,endpoint_artifact,high_hr|slope=steep|hydrology=waterway|off_route,endpoint_artifact,terminal_artifact,terminal_artifact,2135.0,0.007438400743840074,0.9925615992561599,102.76405233251585,111.07116098465322,0.9,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,terminal_artifact endpoint_artifact high_hr|slope=steep|hydrology=waterway|off_route endpoint_artifact 終點後活動紀錄或終點周邊停留；保留於 observed activity behavior profile，但不納入 route-core recovery 評估。 terminal_artifact terminal_artifact
38_1,1,terminal_artifact,endpoint_artifact,off_route,endpoint_artifact,terminal_artifact,terminal_artifact,1962.0,0.0,1.0,98.5323149973637,127.01589819039144,0.9,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\38_1\qixing_lengshuikeng_38_1_ib3c_behavior_events.csv,terminal_artifact endpoint_artifact off_route endpoint_artifact 終點後活動紀錄或終點周邊停留；保留於 observed activity behavior profile，但不納入 route-core recovery 評估。 terminal_artifact terminal_artifact
3_1,1,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,16.0,1.0,0.0,2.76381549433404,3.098595113531136,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
3_1,2,short_pause,micro_pause,facility_context,micro_pause,short_pause_candidate,possible_recovery,16.0,1.0,0.0,0.8625966090761138,0.9972378578025328,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,short_pause micro_pause facility_context micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate possible_recovery
3_1,3,facility_rest,near_facility_or_rest_poi,facility_context,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,112.0,1.0,0.0,9.137790288725576,9.699225733579302,0.75,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi facility_context near_facility_or_rest_poi 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 facility_rest facility_rest_with_hr_drop
3_1,4,short_pause,micro_pause,facility_context,micro_pause,recovery_candidate,possible_recovery,38.0,1.0,0.0,8.67973633769297,8.819078787086426,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,short_pause micro_pause facility_context micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
3_1,5,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,24.0,1.0,0.0,3.463904634916144,3.764312976483887,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
3_1,6,short_pause,micro_pause,slope=very_steep,micro_pause,short_pause_candidate,pause_without_hr_drop,29.0,1.0,0.0,3.0212275929924974,3.498432202341954,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
3_1,7,short_pause,micro_pause,facility_context|slope=very_steep,micro_pause,short_pause_candidate,pause_without_hr_drop,25.0,1.0,0.0,3.9772013918358233,8.233933615836232,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,short_pause micro_pause facility_context|slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
3_1,8,terminal_artifact,endpoint_artifact,slope=steep|hydrology=waterway|off_route,endpoint_artifact,terminal_artifact,terminal_artifact,2052.0,0.012094823415578132,0.9879051765844219,97.20622500284324,118.1717375361242,0.9,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv,terminal_artifact endpoint_artifact slope=steep|hydrology=waterway|off_route endpoint_artifact 終點後活動紀錄或終點周邊停留；保留於 observed activity behavior profile，但不納入 route-core recovery 評估。 terminal_artifact terminal_artifact
40_1,1,short_pause,micro_pause,slope=steep,micro_pause,short_pause_candidate,possible_recovery,19.0,1.0,0.0,0.6644315164405487,1.732815577539942,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,short_pause micro_pause slope=steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate possible_recovery
40_1,2,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,17.0,1.0,0.0,2.0459694128167847,2.8708803118638384,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
40_1,3,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,23.0,1.0,0.0,1.903351050344599,4.512703739610328,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
40_1,4,short_pause,micro_pause,slope=very_steep,micro_pause,short_pause_candidate,possible_recovery,20.0,1.0,0.0,3.873923555038201,4.838739162049062,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate possible_recovery
40_1,5,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,23.0,1.0,0.0,2.8851058514408896,2.982662988084912,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
40_1,6,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,28.0,1.0,0.0,1.9895239361449375,2.5142309319437324,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
40_1,7,facility_rest,near_facility_or_rest_poi,high_hr|facility_context,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,207.0,1.0,0.0,5.2057299042264304,7.112828058639922,0.75,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi high_hr|facility_context near_facility_or_rest_poi 一般停留事件，需結合路線語意、心率與天候判讀。 facility_rest facility_rest_with_hr_drop
40_1,8,short_pause,micro_pause,slope=very_steep,micro_pause,short_pause_candidate,pause_without_hr_drop,15.0,1.0,0.0,0.5404036516802606,2.453333071693053,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
