"score","file","length","last_write_time","has_time","has_route_distance","has_lat_lon","has_segment","has_activity_id","has_map_match","has_hr","has_speed","header"
"7","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_with_events_v1\qixing_lengshuikeng\37_1\event_qa_4201_5156\qixing_lengshuikeng_37_1_event_4201_5156_qa_rows.csv","121410","2026/5/29 下午 09:21:21","False","True","True","False","False","True","False","False","row_index,point_index,elapsed_sec,lat,lon,route_dist_m,nearest_route_dist_m,offset_m,match_quality,usable_on_route,manual_label,manual_interpretation,excluded_reason,manual_event_id"
"7","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_sequence\qixing_lengshuikeng\37_1\event_qa_4201_5156\qixing_lengshuikeng_37_1_event_4201_5156_qa_rows.csv","100250","2026/5/28 上午 08:18:20","False","True","True","False","False","True","False","False","row_index,point_index,elapsed_sec,lat,lon,route_dist_m,nearest_route_dist_m,offset_m,match_quality,usable_on_route,manual_label,manual_interpretation,excluded_reason"
"7","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\_batch_summary\ib3f_activity_route_features_summary.csv","5030","2026/6/5 下午 05:04:59","False","True","False","False","True","True","False","True","route_folder,case_id,activity_id,source_root_type,elapsed_sec,duration_sec,moving_sec,stopped_sec,route_dist_min_m,route_dist_max_m,reliable_route_dist_max_m,ascent_duration_sec,descent_duration_sec,summit_near_duration_sec,total_rows,on_route_rows,usable_on_route_rows,off_route_rows,low_confidence_rows,branch_ambiguous_rows,on_route_ratio,off_route_ratio,branch_ambiguous_ratio,offset_median,offset_p90,speed_available,speed_median_mps,speed_p25_mps,speed_p75_mps,low_speed_ratio,stop_count,hr_available,hr_median,hr_p75,hr_p90,high_hr_ratio,hr_zone_summary,moderate_risk_duration_sec,high_risk_duration_sec,moderate_risk_ratio,high_risk_ratio,steep_slope_duration_sec,steep_slope_ratio,route_risk_join_coverage_ratio,route_context_join_coverage_ratio,route_choice_review_required,remap_review_note,activity_quality_flag,thci_context_available,thci_context_source_note,thci_status,thci_scoring_version,thci_physical_difficulty_score,thci_technical_difficulty_score,thci_baseline_hazard_score,thci_navigation_risk_score,thci_support_difficulty_score,thci_weather_impact_score,thci_previous_v1_0b_weather_impact_score,thci_v1_0c_weather_impact_score,thci_weather_steps_score,thci_weather_slope_score,thci_weather_hydrology_score,thci_weather_slippery_surface_score,thci_weather_exposure_score,feature_csv,feature_json"
"7","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\qixing_lengshuikeng\qixing_lengshuikeng_33_1_activity_features.csv","2268","2026/6/5 下午 05:04:59","False","True","False","False","True","True","False","True","route_folder,case_id,activity_id,source_root_type,elapsed_sec,duration_sec,moving_sec,stopped_sec,route_dist_min_m,route_dist_max_m,reliable_route_dist_max_m,ascent_duration_sec,descent_duration_sec,summit_near_duration_sec,total_rows,on_route_rows,usable_on_route_rows,off_route_rows,low_confidence_rows,branch_ambiguous_rows,on_route_ratio,off_route_ratio,branch_ambiguous_ratio,offset_median,offset_p90,speed_available,speed_median_mps,speed_p25_mps,speed_p75_mps,low_speed_ratio,stop_count,hr_available,hr_median,hr_p75,hr_p90,high_hr_ratio,hr_zone_summary,moderate_risk_duration_sec,high_risk_duration_sec,moderate_risk_ratio,high_risk_ratio,steep_slope_duration_sec,steep_slope_ratio,route_risk_join_coverage_ratio,route_context_join_coverage_ratio,route_choice_review_required,remap_review_note,activity_quality_flag,thci_context_available,thci_context_source_note,thci_status,thci_scoring_version,thci_physical_difficulty_score,thci_technical_difficulty_score,thci_baseline_hazard_score,thci_navigation_risk_score,thci_support_difficulty_score,thci_weather_impact_score,thci_previous_v1_0b_weather_impact_score,thci_v1_0c_weather_impact_score,thci_weather_steps_score,thci_weather_slope_score,thci_weather_hydrology_score,thci_weather_slippery_surface_score,thci_weather_exposure_score"
"7","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\qixing_lengshuikeng\qixing_lengshuikeng_37_1_activity_features.csv","2267","2026/6/5 下午 05:04:58","False","True","False","False","True","True","False","True","route_folder,case_id,activity_id,source_root_type,elapsed_sec,duration_sec,moving_sec,stopped_sec,route_dist_min_m,route_dist_max_m,reliable_route_dist_max_m,ascent_duration_sec,descent_duration_sec,summit_near_duration_sec,total_rows,on_route_rows,usable_on_route_rows,off_route_rows,low_confidence_rows,branch_ambiguous_rows,on_route_ratio,off_route_ratio,branch_ambiguous_ratio,offset_median,offset_p90,speed_available,speed_median_mps,speed_p25_mps,speed_p75_mps,low_speed_ratio,stop_count,hr_available,hr_median,hr_p75,hr_p90,high_hr_ratio,hr_zone_summary,moderate_risk_duration_sec,high_risk_duration_sec,moderate_risk_ratio,high_risk_ratio,steep_slope_duration_sec,steep_slope_ratio,route_risk_join_coverage_ratio,route_context_join_coverage_ratio,route_choice_review_required,remap_review_note,activity_quality_flag,thci_context_available,thci_context_source_note,thci_status,thci_scoring_version,thci_physical_difficulty_score,thci_technical_difficulty_score,thci_baseline_hazard_score,thci_navigation_risk_score,thci_support_difficulty_score,thci_weather_impact_score,thci_previous_v1_0b_weather_impact_score,thci_v1_0c_weather_impact_score,thci_weather_steps_score,thci_weather_slope_score,thci_weather_hydrology_score,thci_weather_slippery_surface_score,thci_weather_exposure_score"
"7","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\qixing_lengshuikeng\qixing_lengshuikeng_15_1_activity_features.csv","2265","2026/6/5 下午 05:04:59","False","True","False","False","True","True","False","True","route_folder,case_id,activity_id,source_root_type,elapsed_sec,duration_sec,moving_sec,stopped_sec,route_dist_min_m,route_dist_max_m,reliable_route_dist_max_m,ascent_duration_sec,descent_duration_sec,summit_near_duration_sec,total_rows,on_route_rows,usable_on_route_rows,off_route_rows,low_confidence_rows,branch_ambiguous_rows,on_route_ratio,off_route_ratio,branch_ambiguous_ratio,offset_median,offset_p90,speed_available,speed_median_mps,speed_p25_mps,speed_p75_mps,low_speed_ratio,stop_count,hr_available,hr_median,hr_p75,hr_p90,high_hr_ratio,hr_zone_summary,moderate_risk_duration_sec,high_risk_duration_sec,moderate_risk_ratio,high_risk_ratio,steep_slope_duration_sec,steep_slope_ratio,route_risk_join_coverage_ratio,route_context_join_coverage_ratio,route_choice_review_required,remap_review_note,activity_quality_flag,thci_context_available,thci_context_source_note,thci_status,thci_scoring_version,thci_physical_difficulty_score,thci_technical_difficulty_score,thci_baseline_hazard_score,thci_navigation_risk_score,thci_support_difficulty_score,thci_weather_impact_score,thci_previous_v1_0b_weather_impact_score,thci_v1_0c_weather_impact_score,thci_weather_steps_score,thci_weather_slope_score,thci_weather_hydrology_score,thci_weather_slippery_surface_score,thci_weather_exposure_score"
"7","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_with_events_v1\qixing_lengshuikeng\37_1\route_phase_leg_qa\qixing_lengshuikeng_37_1_route_phase_jump_qa.csv","539","2026/5/29 下午 09:21:21","False","True","False","True","False","True","False","False","row_index,elapsed_sec,route_dist_m,route_point_index,route_phase,previous_route_phase,route_point_index_delta,route_dist_delta_m,elapsed_delta_sec,offset_m,usable_on_route,manual_label,route_phase_jump_flag,mapmatch_branch_ambiguity_flag"
"7","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_sequence\qixing_lengshuikeng\37_1\route_phase_leg_qa\qixing_lengshuikeng_37_1_route_phase_jump_qa.csv","445","2026/5/28 上午 08:18:20","False","True","False","True","False","True","False","False","row_index,elapsed_sec,route_dist_m,route_point_index,route_phase,previous_route_phase,route_point_index_delta,route_dist_delta_m,elapsed_delta_sec,offset_m,usable_on_route,manual_label,route_phase_jump_flag,mapmatch_branch_ambiguity_flag"
"7","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_sequence\qixing_lengshuikeng\33_1\route_phase_leg_qa\qixing_lengshuikeng_33_1_route_phase_jump_qa.csv","444","2026/5/28 上午 07:23:42","False","True","False","True","False","True","False","False","row_index,elapsed_sec,route_dist_m,route_point_index,route_phase,previous_route_phase,route_point_index_delta,route_dist_delta_m,elapsed_delta_sec,offset_m,usable_on_route,manual_label,route_phase_jump_flag,mapmatch_branch_ambiguity_flag"
"6","D:\mountain_work\115_osm\outputs\ib3w_activity_environment_window_adapter_v1\qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1\activity_environment_window_adapter_summary.csv","1412","2026/6/13 上午 12:00:46","True","False","False","False","True","True","False","False","schema_version,output_case,activity_source_type,activity_count,activity_start_min_utc,activity_end_max_utc,timestamp_epoch_used,weather_db_path,weather_table,weather_table_found,weather_db_obs_start_utc,weather_db_obs_end_utc,weather_db_obs_count,weather_variable_columns_found,weather_variable_columns_missing,adapter_output_rows,station_count,context_status_observed,context_status_missing,context_status_no_source,context_status_no_variable,audit_activity_window_outside_weather_range,audit_observed_in_activity_window,audit_null_value_only,observed_zero_rows,nearest_station_names,zero_fallback_used,adapter_policy"
"6","D:\mountain_work\115_osm\outputs\ib3w_activity_environment_window_adapter_v1\qixing_lengshuikeng_full26_backend_2024_v1\activity_environment_window_adapter_summary.csv","1249","2026/6/13 上午 12:00:38","True","False","False","False","True","True","False","False","schema_version,output_case,activity_source_type,activity_count,activity_start_min_utc,activity_end_max_utc,timestamp_epoch_used,weather_db_path,weather_table,weather_table_found,weather_db_obs_start_utc,weather_db_obs_end_utc,weather_db_obs_count,weather_variable_columns_found,weather_variable_columns_missing,adapter_output_rows,station_count,context_status_observed,context_status_missing,context_status_no_source,context_status_no_variable,audit_activity_window_outside_weather_range,audit_observed_in_activity_window,audit_null_value_only,observed_zero_rows,nearest_station_names,zero_fallback_used,adapter_policy"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\scenario_0430_9stations\qixing_personal_capability_score.csv","3644","2026/5/5 下午 05:48:13","False","True","False","False","False","False","False","True","total_duration_min,moving_duration_min,total_distance_km,total_gain_m,total_loss_m,moving_avg_speed_km_h,max_300s_gain_m,max_300s_vertical_speed_m_h,max_300s_horizontal_distance_m,max_300s_horizontal_speed_km_h,uphill_ratio,downhill_ratio,flat_ratio,stationary_count,stationary_duration_min,stationary_ratio,stationary_per_hour,micro_rest_count,micro_rest_duration_min,micro_rest_ratio,micro_rest_per_hour,moving_speed_mean_km_h,moving_speed_std_km_h,moving_speed_cv,duration_min_in_adjusted_high_or_above,duration_min_in_adjusted_very_high,duration_ratio_in_adjusted_high_or_above,duration_ratio_in_adjusted_very_high,moving_speed_km_h_in_adjusted_high_or_above,moving_speed_km_h_in_adjusted_very_high,stationary_duration_min_in_adjusted_high_or_above,micro_rest_duration_min_in_adjusted_high_or_above,stationary_duration_min_in_adjusted_very_high,micro_rest_duration_min_in_adjusted_very_high,rest_ratio_in_adjusted_high_or_above,rest_ratio_in_adjusted_very_high,micro_rest_count_in_adjusted_high_or_above,micro_rest_count_in_adjusted_very_high,environment_modifier_mean,environment_modifier_max,weather_modifier_mean,hydro_modifier_mean,score_vertical_speed,score_300s_gain,vertical_capability_score,score_horizontal_speed,score_300s_horizontal_dist,score_moving_avg_speed,horizontal_capability_score,score_speed_stability,score_speed_level,pacing_stability_score,score_stationary_ratio,score_micro_rest_frequency,rest_response_score,score_high_risk_speed,score_very_high_risk_speed,score_high_risk_rest_ratio,scenario_passing_score,risk_handling_score,score_environment_modifier,score_high_risk_duration_ratio,score_very_high_risk_duration_ratio,environment_challenge_score,environment_adaptation_score,base_capability_index,scenario_adjusted_performance_index,personal_capability_index,base_capability_class,scenario_adjusted_performance_class,overall_capability_class,vertical_capability_class,horizontal_capability_class,pacing_stability_class,rest_response_class,risk_handling_class,scenario_passing_class,environment_challenge_class,environment_adaptation_class,interpretation"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\actual_gpx_9stations\qixing_personal_capability_score.csv","3638","2026/5/5 下午 05:48:12","False","True","False","False","False","False","False","True","total_duration_min,moving_duration_min,total_distance_km,total_gain_m,total_loss_m,moving_avg_speed_km_h,max_300s_gain_m,max_300s_vertical_speed_m_h,max_300s_horizontal_distance_m,max_300s_horizontal_speed_km_h,uphill_ratio,downhill_ratio,flat_ratio,stationary_count,stationary_duration_min,stationary_ratio,stationary_per_hour,micro_rest_count,micro_rest_duration_min,micro_rest_ratio,micro_rest_per_hour,moving_speed_mean_km_h,moving_speed_std_km_h,moving_speed_cv,duration_min_in_adjusted_high_or_above,duration_min_in_adjusted_very_high,duration_ratio_in_adjusted_high_or_above,duration_ratio_in_adjusted_very_high,moving_speed_km_h_in_adjusted_high_or_above,moving_speed_km_h_in_adjusted_very_high,stationary_duration_min_in_adjusted_high_or_above,micro_rest_duration_min_in_adjusted_high_or_above,stationary_duration_min_in_adjusted_very_high,micro_rest_duration_min_in_adjusted_very_high,rest_ratio_in_adjusted_high_or_above,rest_ratio_in_adjusted_very_high,micro_rest_count_in_adjusted_high_or_above,micro_rest_count_in_adjusted_very_high,environment_modifier_mean,environment_modifier_max,weather_modifier_mean,hydro_modifier_mean,score_vertical_speed,score_300s_gain,vertical_capability_score,score_horizontal_speed,score_300s_horizontal_dist,score_moving_avg_speed,horizontal_capability_score,score_speed_stability,score_speed_level,pacing_stability_score,score_stationary_ratio,score_micro_rest_frequency,rest_response_score,score_high_risk_speed,score_very_high_risk_speed,score_high_risk_rest_ratio,scenario_passing_score,risk_handling_score,score_environment_modifier,score_high_risk_duration_ratio,score_very_high_risk_duration_ratio,environment_challenge_score,environment_adaptation_score,base_capability_index,scenario_adjusted_performance_index,personal_capability_index,base_capability_class,scenario_adjusted_performance_class,overall_capability_class,vertical_capability_class,horizontal_capability_class,pacing_stability_class,rest_response_class,risk_handling_class,scenario_passing_class,environment_challenge_class,environment_adaptation_class,interpretation"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_personal_capability_score.csv","3443","2026/5/3 下午 02:38:22","False","True","False","False","False","False","False","True","total_duration_min,moving_duration_min,total_distance_km,total_gain_m,total_loss_m,moving_avg_speed_km_h,max_300s_gain_m,max_300s_vertical_speed_m_h,max_300s_horizontal_distance_m,max_300s_horizontal_speed_km_h,uphill_ratio,downhill_ratio,flat_ratio,stationary_count,stationary_duration_min,stationary_ratio,stationary_per_hour,micro_rest_count,micro_rest_duration_min,micro_rest_ratio,micro_rest_per_hour,moving_speed_mean_km_h,moving_speed_std_km_h,moving_speed_cv,duration_min_in_adjusted_high_or_above,duration_min_in_adjusted_very_high,duration_ratio_in_adjusted_high_or_above,duration_ratio_in_adjusted_very_high,moving_speed_km_h_in_adjusted_high_or_above,moving_speed_km_h_in_adjusted_very_high,stationary_duration_min_in_adjusted_high_or_above,micro_rest_duration_min_in_adjusted_high_or_above,stationary_duration_min_in_adjusted_very_high,micro_rest_duration_min_in_adjusted_very_high,rest_ratio_in_adjusted_high_or_above,rest_ratio_in_adjusted_very_high,micro_rest_count_in_adjusted_high_or_above,micro_rest_count_in_adjusted_very_high,environment_modifier_mean,environment_modifier_max,weather_modifier_mean,hydro_modifier_mean,score_vertical_speed,score_300s_gain,vertical_capability_score,score_horizontal_speed,score_300s_horizontal_dist,score_moving_avg_speed,horizontal_capability_score,score_speed_stability,score_speed_level,pacing_stability_score,score_stationary_ratio,score_micro_rest_frequency,rest_response_score,score_high_risk_speed,score_very_high_risk_speed,score_high_risk_rest_ratio,scenario_passing_score,risk_handling_score,score_environment_modifier,score_high_risk_duration_ratio,score_very_high_risk_duration_ratio,environment_challenge_score,environment_adaptation_score,personal_capability_index,overall_capability_class,vertical_capability_class,horizontal_capability_class,pacing_stability_class,rest_response_class,risk_handling_class,scenario_passing_class,environment_challenge_class,environment_adaptation_class,interpretation"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_activity_risk_overlay_summary.csv","2882","2026/5/4 下午 08:38:05","False","True","False","False","False","False","False","True","metric,value,group_type,risk_band,point_count,duration_s,duration_min,moving_duration_s,moving_duration_min,stationary_duration_s,stationary_duration_min,distance_m,gain_m,loss_m,avg_speed_km_h,moving_avg_speed_km_h,mean_adjusted_risk_score,mean_original_risk_score"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\actual_gpx_9stations\qixing_activity_risk_overlay_summary.csv","2882","2026/5/5 下午 05:48:01","False","True","False","False","False","False","False","True","metric,value,group_type,risk_band,point_count,duration_s,duration_min,moving_duration_s,moving_duration_min,stationary_duration_s,stationary_duration_min,distance_m,gain_m,loss_m,avg_speed_km_h,moving_avg_speed_km_h,mean_adjusted_risk_score,mean_original_risk_score"
"4","D:\mountain_work\115_osm\outputs\ib4_activity_output\scenario_0430_9stations\qixing_activity_risk_overlay_summary.csv","2817","2026/5/5 下午 05:48:03","False","True","False","False","False","False","False","True","metric,value,group_type,risk_band,point_count,duration_s,duration_min,moving_duration_s,moving_duration_min,stationary_duration_s,stationary_duration_min,distance_m,gain_m,loss_m,avg_speed_km_h,moving_avg_speed_km_h,mean_adjusted_risk_score,mean_original_risk_score"
"4","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\_batch_summary\ib3f_qixing_repaired_review_smoke_audit.csv","1881","2026/6/5 下午 05:17:01","False","False","False","False","True","True","False","True","""activity_id"",""feature_csv_exists"",""feature_json_exists"",""batch_row_exists"",""activity_quality_flag"",""on_route_ratio"",""speed_available"",""hr_available"",""moderate_risk_ratio"",""high_risk_ratio"",""risk_join_coverage_ratio"",""route_choice_review_required"",""remap_review_note"",""smoke_status"",""blocking_issue"",""note"",""feature_csv"",""feature_json"""
"1","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\_batch_summary\ib3f_qixing_repaired_review_smoke_decision.csv","603","2026/6/5 下午 05:17:01","False","False","False","False","False","False","False","True","""ib3f_qixing_repaired_review_smoke_status"",""activities_n"",""pass_ready_n"",""review_required_n"",""fail_n"",""join_coverage_min"",""speed_available_all"",""hr_available_all"",""batch_summary_exists"",""contract_summary_exists"",""missing_required_columns"",""audit_csv"",""summary_json"""
