route_folder,case_id,route_id,candidate_feature_count,heuristic_fork_like_candidate_count,heuristic_decision_point_like_candidate_count,governed_fork_candidate_count,governed_decision_point_candidate_count,fork_candidate_count,decision_point_candidate_count,wrong_branch_exposure_candidate_count,guidepost_context_count,facility_context_count,source_confidence,inventory_status,source_gap_reason
qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.csv,,qixing_xiaoyoukeng_main_peak_20260315_route_profile_semantic_enriched.csv,570,212,212,0,0,212,212,0,304,54,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_route_profile_semantic_enriched.csv,,zhonghua_ust_jiuwufeng_roundtrip_biji_route_profile_semantic_enriched.csv,986,0,0,0,0,0,0,0,453,634,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,657,83,83,0,0,83,83,0,417,265,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,2059,102,102,0,0,102,102,0,1259,724,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,656,110,110,0,0,110,110,0,395,169,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_profile_semantic_enriched.csv,247,106,106,0,0,106,106,0,82,59,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osm_nlsc_terrain_risk_profile.csv,,juansi_waterfall_fitcsv_20260503_osm_nlsc_terrain_risk_profile.csv,822,83,83,0,0,83,83,0,504,451,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osm_nlsc_terrain_risk_profile.csv,,qixing_lengshuikeng_main_peak_20260523_osm_nlsc_terrain_risk_profile.csv,443,27,27,0,0,27,27,0,301,117,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osm_nlsc_terrain_risk_profile.csv,,qixing_xiaoyoukeng_main_peak_20260315_osm_nlsc_terrain_risk_profile.csv,356,56,56,0,0,56,56,0,242,58,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_route_profile_contour_window_terrain_enriched.csv,,juansi_waterfall_fitcsv_20260503_route_profile_contour_window_terrain_enriched.csv,822,83,83,0,0,83,83,0,504,451,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_route_profile_contour_window_terrain_enriched.csv,,qixing_xiaoyoukeng_main_peak_20260315_route_profile_contour_window_terrain_enriched.csv,588,212,212,0,0,212,212,0,304,376,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_route_profile_nlsc_enriched.csv,,qixing_route_profile_nlsc_enriched.csv,36,9,9,0,0,9,9,0,23,4,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_route_profile_nlsc_terrain_enriched.csv,,juansi_waterfall_fitcsv_20260503_route_profile_nlsc_terrain_enriched.csv,822,83,83,0,0,83,83,0,504,451,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_300s_movement_evidence_admission_review_v1,ch6_5_5_300s_movement_evidence_admission_review_v1,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_activity_history_numeric_attribution_flag_summary_v0_5.csv,personal_activity_history_numeric_attribution_flag_summary_v0_5.csv,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_activity_history_numeric_attribution_metric_long_v0_5.csv,personal_activity_history_numeric_attribution_metric_long_v0_5.csv,12,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_activity_history_numeric_attribution_thresholds_v0_5.csv,personal_activity_history_numeric_attribution_thresholds_v0_5.csv,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_activity_history_numeric_attribution_v0_5.csv,personal_activity_history_numeric_attribution_v0_5.csv,7,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_deviation_correction_event_chain_review_v1,ch6_5_5_deviation_correction_event_chain_review_v1,60,0,0,0,0,0,0,30,0,31,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_navigation_challenge_exposure_review_v1,ch6_5_5_navigation_challenge_exposure_review_v1,27,25,25,0,0,25,25,0,1,1,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_personal_ability_radar_data_table_v1,ch6_5_5_personal_ability_radar_data_table_v1,26,0,0,0,0,0,0,26,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_personal_ability_radar_plot_v1,ch6_5_5_personal_ability_radar_plot_v1,112,0,0,0,0,0,0,95,0,21,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_ability_radar_annotation_summary_v1_1.csv,personal_ability_radar_annotation_summary_v1_1.csv,26,0,0,0,0,0,0,26,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_ability_radar_plot_ready_table_v1_1.csv,personal_ability_radar_plot_ready_table_v1_1.csv,26,0,0,0,0,0,0,26,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_activity_performance_radar_report_safe_missing_evidence_v0_3.csv,personal_activity_performance_radar_report_safe_missing_evidence_v0_3.csv,10,10,10,0,0,10,10,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_personal_activity_performance_radar_report_safe_v1_terrain_axis,ch6_5_5_personal_activity_performance_radar_report_safe_v1_terrain_axis,88,28,28,0,0,28,28,7,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_personal_activity_performance_radar_v0,ch6_5_5_personal_activity_performance_radar_v0,86,19,19,0,0,19,19,7,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_profile_metadata_join_v0_2.csv,personal_profile_metadata_join_v0_2.csv,7,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_route_load_strain_candidate_with_profile_v0_2.csv,personal_route_load_strain_candidate_with_profile_v0_2.csv,7,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_route_following_data_table_patch_v1,ch6_5_5_route_following_data_table_patch_v1,1,0,0,0,0,0,0,1,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,personal_ability_radar_data_table_v1_1.csv,personal_ability_radar_data_table_v1_1.csv,26,0,0,0,0,0,0,26,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_5_route_following_stability_proxy_admission_v1,ch6_5_5_route_following_stability_proxy_admission_v1,166,0,0,0,0,0,0,33,0,137,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,route_following_stability_proxy_admission_decision_v1_1.csv,route_following_stability_proxy_admission_decision_v1_1.csv,2,0,0,0,0,0,0,2,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,route_following_stability_proxy_event_inventory_v1_1.csv,route_following_stability_proxy_event_inventory_v1_1.csv,164,0,0,0,0,0,0,31,0,137,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,terrain_movement_efficiency_axis_admission_context_notes_v1_2.csv,terrain_movement_efficiency_axis_admission_context_notes_v1_2.csv,1,0,0,0,0,0,0,1,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_15_1_shelter_time_axis_occurrence.csv,activity_15_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_33_1_shelter_time_axis_occurrence.csv,activity_33_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_37_1_shelter_time_axis_occurrence.csv,activity_37_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_48_1_shelter_time_axis_occurrence.csv,activity_48_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_6_1_shelter_time_axis_occurrence.csv,activity_6_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,activity_8_1_shelter_time_axis_occurrence.csv,activity_8_1_shelter_time_axis_occurrence.csv,2,0,0,0,0,0,0,0,0,2,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_route_event_markers_v1.csv,ch6_5_route_event_markers_v1.csv,36,0,0,0,0,0,0,0,28,36,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ch6_5_route_surface_slope_1m_v1.csv,ch6_5_route_surface_slope_1m_v1.csv,4188,0,0,0,0,0,0,0,4188,4188,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
