relative_path,name,type,depth,size_bytes,modified_time,suffix
osm_raw_output/_archived_before_20260531_refresh/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3c,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3c,dir,3,,2026-05-31 22:16:18,
osm_raw_output/_archived_before_20260531_refresh/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 05:21:04,
osm_raw_output/_archived_before_20260531_refresh/qixing_lengshuikeng_xiaoyoukeng,qixing_lengshuikeng_xiaoyoukeng,dir,3,,2026-05-11 23:13:20,
osm_raw_output/_archived_before_20260531_refresh/qixing_lengshuikeng_xiaoyoukeng_gpx,qixing_lengshuikeng_xiaoyoukeng_gpx,dir,3,,2026-05-27 05:27:13,
osm_raw_output/_archived_before_20260531_refresh/qixing_lengshuikeng_xiaoyoukeng_v1_2_success_20260511,qixing_lengshuikeng_xiaoyoukeng_v1_2_success_20260511,dir,3,,2026-05-11 23:15:53,
osm_raw_output/_archived_before_20260531_refresh/qixing_xiaoyoukeng_gpx_joyhike,qixing_xiaoyoukeng_gpx_joyhike,dir,3,,2026-05-27 05:23:57,
osm_raw_output/_archived_before_20260531_refresh/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 09:09:37,
osm_raw_output/_archived_before_20260531_refresh/qixing_xiaoyoukeng_main_peak_20260315_core_test,qixing_xiaoyoukeng_main_peak_20260315_core_test,dir,3,,2026-05-27 05:17:05,
osm_raw_output/_archived_before_20260531_refresh/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 05:12:27,
outputs/_backup_before_forced_required_way_20260529_002457/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:24:59,
outputs/_backup_before_forced_required_way_20260529_002835/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:28:35,
outputs/_backup_before_forced_required_way_20260529_002919/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:29:20,
outputs/_checkpoints/checkpoint_20260529_ib3c_adaptive_speed_phase2_verified,checkpoint_20260529_ib3c_adaptive_speed_phase2_verified,dir,3,,2026-05-30 09:09:11,
outputs/_checkpoints/checkpoint_20260529_qixing_lengshuikeng_route_core_baseline_v1d,checkpoint_20260529_qixing_lengshuikeng_route_core_baseline_v1d,dir,3,,2026-05-30 08:15:40,
outputs/_checkpoints/checkpoint_20260530_ib3c_adaptive_speed_phase3a_semantic_annotations_verified,checkpoint_20260530_ib3c_adaptive_speed_phase3a_semantic_annotations_verified,dir,3,,2026-05-30 10:04:11,
outputs/_checkpoints/cp_20260530_ib3c_p3a_verified,cp_20260530_ib3c_p3a_verified,dir,3,,2026-05-30 10:30:34,
outputs/_checkpoints/cp_20260530_ib3c_p3b_hr_delta_verified,cp_20260530_ib3c_p3b_hr_delta_verified,dir,3,,2026-05-30 11:00:10,
outputs/_checkpoints/cp_20260530_ib3c_p3c_recovery_interpretation_verified,cp_20260530_ib3c_p3c_recovery_interpretation_verified,dir,3,,2026-05-30 19:42:59,
outputs/activity_points_osm_nlsc_corrected_v1/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 21:27:15,
outputs/activity_points_osm_nlsc_corrected_v1_interactive_profile_qa_noplotly/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 21:51:30,
outputs/activity_points_osm_nlsc_corrected_v1_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:00:34,
outputs/activity_points_osm_nlsc_corrected_v1_qa_map/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 21:35:05,
outputs/activity_points_osm_nlsc_corrected_v1_qa_map_light/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 21:41:23,
outputs/activity_points_osm_nlsc_corrected_v1b/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:10:25,
outputs/activity_points_osm_nlsc_corrected_v1b_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:16:09,
outputs/activity_points_osm_nlsc_corrected_v1b_offset10/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:22:23,
outputs/activity_points_osm_nlsc_corrected_v1b_offset10_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:22:32,
outputs/activity_points_osm_nlsc_corrected_v1b_offset15/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:19:58,
outputs/activity_points_osm_nlsc_corrected_v1b_offset15_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:20:14,
outputs/activity_points_osm_nlsc_corrected_v1b_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:02:44,
outputs/activity_points_osm_nlsc_corrected_v1b_offset5/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:24:11,
outputs/activity_points_osm_nlsc_corrected_v1b_offset5_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:24:23,
outputs/activity_points_osm_nlsc_corrected_v1c_linked_qa/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:42:20,
outputs/activity_points_osm_nlsc_corrected_v1c_refit_mainline/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:40:14,
outputs/activity_points_osm_nlsc_corrected_v1c_refit_mainline_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:02:46,
outputs/activity_points_osm_nlsc_corrected_v1c_refit_target_qa_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 22:57:48,
outputs/activity_points_osm_nlsc_corrected_v1d_refit_target_qa_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 23:14:28,
outputs/activity_points_osm_nlsc_corrected_v1d_summit_aware_refit_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:02:47,
outputs/activity_points_osm_nlsc_corrected_v1e_recover_isolated_orange_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:02:48,
outputs/activity_points_osm_nlsc_corrected_v1e_refit_target_qa_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 23:31:25,
outputs/activity_points_osm_nlsc_corrected_v1f_refit_target_qa_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-30 23:48:44,
outputs/activity_points_osm_nlsc_corrected_v1f_safe_corridor_recovery_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:02:49,
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_local_context,qa_local_context,dir,3,,2026-05-31 07:07:17,
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_interactive_profile_noplotly,qa_visual_v1g_interactive_profile_noplotly,dir,3,,2026-05-31 07:37:25,
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_light_map,qa_visual_v1g_light_map,dir,3,,2026-05-31 07:23:44,
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qa_visual_v1g_refit_target,qa_visual_v1g_refit_target,dir,3,,2026-05-31 08:08:14,
outputs/activity_points_osm_nlsc_corrected_v1g_final_consolidated/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 06:58:46,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_aware_recovery_offset3/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 00:44:22,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_aware_recovery_reviewed/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 06:04:34,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_diagnosis_batch/manual_review_context,manual_review_context,dir,3,,2026-05-31 05:45:10,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_diagnosis_batch/manual_review_context_all,manual_review_context_all,dir,3,,2026-05-31 05:48:48,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_diagnosis_batch/manual_review_context_all_zip_stage,manual_review_context_all_zip_stage,dir,3,,2026-05-31 05:49:39,
outputs/activity_points_osm_nlsc_corrected_v1g_route_phase_diagnosis_batch/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 01:07:05,
outputs/activity_points_osm_nlsc_corrected_v1h_remaining_orange_block_diagnosis/qa_candidate_cluster_context,qa_candidate_cluster_context,dir,3,,2026-05-31 08:54:06,
outputs/activity_points_osm_nlsc_corrected_v1h_remaining_orange_block_diagnosis/qa_visual_episode_level_distance_preserving_refit,qa_visual_episode_level_distance_preserving_refit,dir,3,,2026-05-31 20:45:22,
outputs/activity_points_osm_nlsc_corrected_v1h_remaining_orange_block_diagnosis/qa_visual_v1h_cluster_focused,qa_visual_v1h_cluster_focused,dir,3,,2026-05-31 09:04:46,
outputs/activity_points_osm_nlsc_corrected_v1h_remaining_orange_block_diagnosis/qa_visual_v1h_cluster_focused_v2_anchor_lines,qa_visual_v1h_cluster_focused_v2_anchor_lines,dir,3,,2026-05-31 09:24:25,
outputs/activity_points_osm_nlsc_corrected_v1h_reviewed_recovery/qa_local_context,qa_local_context,dir,3,,2026-05-31 10:50:36,
outputs/activity_points_osm_nlsc_corrected_v1h_reviewed_recovery/qa_visual_v1h_refit_target,qa_visual_v1h_refit_target,dir,3,,2026-05-31 10:57:00,
outputs/activity_points_osm_nlsc_corrected_v1h_reviewed_recovery/qa_visual_v1h_refit_target_v1haware,qa_visual_v1h_refit_target_v1haware,dir,3,,2026-05-31 11:05:59,
outputs/activity_points_osm_nlsc_corrected_v1h_reviewed_recovery/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 10:34:58,
outputs/activity_standardized/juansi_waterfall,juansi_waterfall,dir,3,,2026-05-27 07:43:11,
outputs/activity_standardized/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-27 07:43:39,
outputs/ai_engineer_handoff_dataset_v1/_archived_replaced,_archived_replaced,dir,3,,2026-06-01 01:12:59,
outputs/ai_engineer_handoff_dataset_v1/juansi_waterfall,juansi_waterfall,dir,3,,2026-05-31 21:25:20,
outputs/ai_engineer_handoff_dataset_v1/qixing_lengshuikeng,qixing_lengshuikeng,dir,3,,2026-05-31 21:25:20,
outputs/ib0_route_match/_archived_before_20260531_refresh,_archived_before_20260531_refresh,dir,3,,2026-05-31 23:34:53,
outputs/ib0_route_match/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-05-31 23:47:00,
outputs/ib0_route_match/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-05-31 23:05:32,
outputs/ib0_route_match/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-05-31 23:05:39,
outputs/ib0_route_match/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-05-31 23:05:45,
outputs/ib0_route_match_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:08:33,
outputs/ib0_route_match_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:57:13,
outputs/ib0a2_route_axis_anchor_component_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 09:23:22,
outputs/ib0a2_route_axis_anchor_component_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 09:22:51,
outputs/ib0a2_route_axis_anchor_component_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 09:22:57,
outputs/ib0a2_route_axis_anchor_component_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 09:27:51,
outputs/ib0a_control_points_osm_projection/_archived_before_20260531_refresh,_archived_before_20260531_refresh,dir,3,,2026-06-01 00:58:32,
outputs/ib0a_control_points_osm_projection/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 00:50:13,
outputs/ib0a_control_points_osm_projection/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 00:44:27,
outputs/ib0a_control_points_osm_projection/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 00:41:35,
outputs/ib0a_control_points_osm_projection/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 00:50:17,
outputs/ib0a_control_points_osm_projection_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:04:26,
outputs/ib0a_prune/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 17:14:49,
outputs/ib0b_mainline/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 17:15:09,
outputs/ib0b_mainline/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:30:12,
outputs/ib0b_mainline/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-26 11:35:21,
outputs/ib0b_mainline/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 05:20:30,
outputs/ib0b_mainline_control_point_constrained/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 22:58:51,
outputs/ib0b_mainline_control_point_constrained_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:20:03,
outputs/ib0b_mainline_forced_required_way_test/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:52:21,
outputs/ib0b_mainline_required_way_qa/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 22:26:31,
outputs/ib0b_mainline_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:08:44,
outputs/ib0b_mainline_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:57:23,
outputs/ib0b_output/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-12 00:06:28,
outputs/ib0b_route_definition_inputs_v1_3b/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 07:04:27,
outputs/ib0b_route_definition_inputs_v1_3b/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 07:04:27,
outputs/ib0b_route_definition_inputs_v1_3b/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 07:04:27,
outputs/ib0b_route_definition_inputs_v1_3b/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 07:04:27,
outputs/ib0c_anchor/_archived_before_20260531_refresh,_archived_before_20260531_refresh,dir,3,,2026-05-31 23:59:10,
outputs/ib0c_anchor/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-05-31 23:58:09,
outputs/ib0c_anchor/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-05-31 23:58:15,
outputs/ib0c_anchor/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-05-31 23:58:19,
outputs/ib0c_anchor/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-05-31 23:58:24,
outputs/ib0c_anchor_output/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 13:06:05,
outputs/ib0c_anchor_output/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-11 23:40:05,
outputs/ib0d_output/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-12 00:26:08,
outputs/ib0d_trimmed_mainline/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 17:27:02,
outputs/ib0d_trimmed_mainline/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:30:41,
outputs/ib0d_trimmed_mainline/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-26 17:12:07,
outputs/ib0d_trimmed_mainline/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-23 17:22:28,
outputs/ib0d_trimmed_mainline/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 05:17:14,
outputs/ib0d_trimmed_mainline_forced_required_way_test/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:54:41,
outputs/ib0d_trimmed_mainline_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:08:53,
outputs/ib0d_trimmed_mainline_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:57:32,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 10:39:23,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 10:39:29,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 10:39:33,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 10:39:39,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-02 08:53:25,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-02 08:53:29,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-02 08:53:32,
outputs/ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-02 08:53:37,
outputs/ib1_route_profile/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 21:31:15,
outputs/ib1_route_profile/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:31:54,
outputs/ib1_route_profile/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-26 17:17:50,
outputs/ib1_route_profile/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 05:20:59,
outputs/ib1_route_profile_forced_required_way_test/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:56:25,
outputs/ib1_route_profile_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:09:07,
outputs/ib1_route_profile_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:57:45,
outputs/ib1_route_profile_v1_3b_contract_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 11:42:24,
outputs/ib1_route_profile_v1_3b_contract_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 11:41:37,
outputs/ib1_route_profile_v1_3b_contract_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 11:42:02,
outputs/ib1_route_profile_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 11:42:49,
outputs/ib1a_route_elevation_profile_output/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-12 17:38:28,
outputs/ib1b_route_profile_attribute_output/qixing_xiaoyoukeng_roundtrip_joyhike,qixing_xiaoyoukeng_roundtrip_joyhike,dir,3,,2026-05-12 17:59:39,
outputs/ib1c_osm_semantic_audit/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 23:12:46,
outputs/ib1c_osm_semantic_audit/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-26 18:43:33,
outputs/ib1c_osm_semantic_audit/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-26 18:43:10,
outputs/ib1c_osm_semantic_audit/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-26 23:51:55,
outputs/ib1c_osm_semantic_audit_forced_required_way_test/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-28 23:59:59,
outputs/ib1c_osm_semantic_audit_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:09:47,
outputs/ib1c_osm_semantic_audit_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:58:21,
outputs/ib1c_osm_semantic_audit_v1_1/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 06:00:13,
outputs/ib1c_osm_semantic_audit_v1_3b_contract_qa/juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,dir,3,,2026-06-01 11:35:37,
outputs/ib1c_osm_semantic_audit_v1_3b_contract_qa/qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,dir,3,,2026-06-01 11:34:50,
outputs/ib1c_osm_semantic_audit_v1_3b_contract_qa/qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,dir,3,,2026-06-01 11:35:14,
outputs/ib1c_osm_semantic_audit_v1_3b_contract_qa/zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,dir,3,,2026-06-01 11:36:06,
outputs/ib1c_osm_semantic_risk/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-27 09:57:27,
outputs/ib1c_osm_semantic_risk/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:34:09,
outputs/ib1c_osm_semantic_risk/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-26 19:58:55,
outputs/ib1c_osm_semantic_risk/zhonghua_ust_jiuwufeng_roundtrip_biji,zhonghua_ust_jiuwufeng_roundtrip_biji,dir,3,,2026-05-27 05:26:12,
outputs/ib1c_osm_semantic_risk_forced_required_way_test/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-29 00:00:38,
outputs/ib1c_osm_semantic_risk_plot/juansi_waterfall_fitcsv_20260503,juansi_waterfall_fitcsv_20260503,dir,3,,2026-05-23 23:53:54,
outputs/ib1c_osm_semantic_risk_v1_1/qixing_lengshuikeng_main_peak_20260523,qixing_lengshuikeng_main_peak_20260523,dir,3,,2026-05-27 07:09:38,
outputs/ib1c_osm_semantic_risk_v1_1/qixing_xiaoyoukeng_main_peak_20260315,qixing_xiaoyoukeng_main_peak_20260315,dir,3,,2026-05-27 06:58:13,
