activity_id_short,participant_id,activity_history_primary_label,metric,metric_value,threshold_reference,threshold_value,attention_direction,numeric_attention_triggered,numeric_attention_flag,numeric_attention_domain,threshold_distance_ratio,metric_note,interpretation_boundary
46_1,46,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,behavior_weather_context_review_required_ratio,0.52381,p75,0.52381,higher_is_attention,True,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75,weather_behavior_overlap,0.0,Behavior-weather context overlap at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
46_1,46,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,uphill_high_route_load_ratio,0.154762,p75,0.148148,higher_is_attention,True,NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY,route_load_exposure_context,0.044645,"High uphill-load exposure at or above group p75. Context only, not strain by itself.","Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,speed_mps_median_median,0.452268,p25,0.590467,lower_is_attention,True,NUMERIC_SLOWER_SPEED_LE_P25,movement_degradation,0.23405,Median speed at or below group p25.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,low_speed_ratio_avg,0.333654,p75,0.237735,higher_is_attention,True,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,movement_degradation,0.40347,Low-speed ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,stopped_ratio_avg,0.046376,p75,0.01661,higher_is_attention,True,NUMERIC_HIGH_STOPPED_RATIO_GE_P75,movement_degradation,1.792053,Stopped ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,route_load_behavior_candidate_window_ratio,0.535714,p75,0.52381,higher_is_attention,True,NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75,route_load_behavior,0.022726,Route-load behavior candidate ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,behavior_weather_context_review_required_ratio,0.535714,p75,0.52381,higher_is_attention,True,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75,weather_behavior_overlap,0.022726,Behavior-weather context overlap at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
48_1,48,ACTIVITY_HISTORY_MULTI_FACTOR_STRAIN_CANDIDATE,uphill_high_route_load_ratio,0.142857,p75,0.148148,higher_is_attention,False,NOT_TRIGGERED,route_load_exposure_context,,"High uphill-load exposure at or above group p75. Context only, not strain by itself.","Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,speed_mps_median_median,0.641725,p25,0.590467,lower_is_attention,False,NOT_TRIGGERED,movement_degradation,,Median speed at or below group p25.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,low_speed_ratio_avg,0.237735,p75,0.237735,higher_is_attention,True,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,movement_degradation,0.0,Low-speed ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,stopped_ratio_avg,0.012961,p75,0.01661,higher_is_attention,False,NOT_TRIGGERED,movement_degradation,,Stopped ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,route_load_behavior_candidate_window_ratio,0.452381,p75,0.52381,higher_is_attention,False,NOT_TRIGGERED,route_load_behavior,,Route-load behavior candidate ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,behavior_weather_context_review_required_ratio,0.452381,p75,0.52381,higher_is_attention,False,NOT_TRIGGERED,weather_behavior_overlap,,Behavior-weather context overlap at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
8_1,8,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,uphill_high_route_load_ratio,0.107143,p75,0.148148,higher_is_attention,False,NOT_TRIGGERED,route_load_exposure_context,,"High uphill-load exposure at or above group p75. Context only, not strain by itself.","Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,speed_mps_median_median,0.590467,p25,0.590467,lower_is_attention,True,NUMERIC_SLOWER_SPEED_LE_P25,movement_degradation,0.0,Median speed at or below group p25.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,low_speed_ratio_avg,0.25849,p75,0.237735,higher_is_attention,True,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,movement_degradation,0.087303,Low-speed ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,stopped_ratio_avg,0.006544,p75,0.01661,higher_is_attention,False,NOT_TRIGGERED,movement_degradation,,Stopped ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,route_load_behavior_candidate_window_ratio,0.530864,p75,0.52381,higher_is_attention,True,NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75,route_load_behavior,0.013467,Route-load behavior candidate ratio at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,behavior_weather_context_review_required_ratio,0.530864,p75,0.52381,higher_is_attention,True,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75,weather_behavior_overlap,0.013467,Behavior-weather context overlap at or above group p75.,"Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
9_1,9,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,uphill_high_route_load_ratio,0.111111,p75,0.148148,higher_is_attention,False,NOT_TRIGGERED,route_load_exposure_context,,"High uphill-load exposure at or above group p75. Context only, not strain by itself.","Descriptive CH6.5.5 v0.5 activity-history numeric attribution evidence only. It explains which observed activity-history metrics triggered candidate or review labels. It does not produce ability scores, ability ranks, ability classes, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence."
